site_no,station_name,latitude,longitude,huc,site_type
384914077153712,LONG BRANCH BELOW GUINEA RD FLOODPLAIN3B,38.82049444,-77.2604111,,LA-SR
384914077153713,LONG BRANCH BELOW GUINEA RD FLOODPLAIN3C,38.82049444,-77.2604111,,LA-SR
384914077153714,LONG BRANCH BELOW GUINEA RD FLOODPLAIN3D,38.82049444,-77.2604111,,LA-SR
384914077153715,LONG BRANCH BELOW GUINEA RD FLOODPLAIN3E,38.82049444,-77.2604111,,LA-SR
384914077153716,LONG BRANCH BELOW GUINEA RD FLOODPLAIN4A,38.82049444,-77.2604111,,LA-SR
384914077153717,LONG BRANCH BELOW GUINEA RD FLOODPLAIN4B,38.82049444,-77.2604111,,LA-SR
384914077153718,LONG BRANCH BELOW GUINEA RD FLOODPLAIN4C,38.82049444,-77.2604111,,LA-SR
384914077153719,LONG BRANCH BELOW GUINEA RD FLOODPLAIN4D,38.82049444,-77.2604111,,LA-SR
384914077153720,LONG BRANCH BELOW GUINEA RD FLOODPLAIN4E,38.82049444,-77.2604111,,LA-SR
384916077154601,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN1A,38.82101667,-77.2627806,,LA-SR
384916077154602,LONG BRANCH ABOVE GUINEA RD  FLOODPLAIN1B,38.82101667,-77.2627806,,LA-SR
384916077154603,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN1C,38.82101667,-77.2627806,,LA-SR
384916077154604,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN1D,38.82101667,-77.2627806,,LA-SR
384916077154605,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN1E,38.82101667,-77.2627806,,LA-SR
384916077154606,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN2A,38.82101667,-77.2627806,,LA-SR
384916077154607,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN2B,38.82101667,-77.2627806,,LA-SR
384916077154608,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN2C,38.82101667,-77.2627806,,LA-SR
384916077154609,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN2D,38.82101667,-77.2627806,,LA-SR
384916077154610,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN2E,38.82101667,-77.2627806,,LA-SR
384916077154611,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN3A,38.82101667,-77.2627806,,LA-SR
384916077154612,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN3B,38.82101667,-77.2627806,,LA-SR
384916077154613,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN3C,38.82101667,-77.2627806,,LA-SR
384916077154614,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN3D,38.82101667,-77.2627806,,LA-SR
384916077154615,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN3E,38.82101667,-77.2627806,,LA-SR
384916077154616,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN4A,38.82101667,-77.2627806,,LA-SR
384916077154617,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN4B,38.82101667,-77.2627806,,LA-SR
384916077154618,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN4C,38.82101667,-77.2627806,,LA-SR
384916077154619,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN4D,38.82101667,-77.2627806,,LA-SR
384916077154620,LONG BRANCH ABOVE GUINEA RD FLOODPLAIN4E,38.82101667,-77.2627806,,LA-SR
384918077024501,54U  5E,38.82177975,-77.0455325,2070010.0,GW
384918077024502,54U 33E,38.82177975,-77.0455325,2070010.0,GW
384928077160201,LONG BRANCH AT OLLEY LN FLOODPLAIN1A,38.8246,-77.2667,,LA-SR
384928077160202,LONG BRANCH AT OLLEY LN  FLOODPLAIN1B,38.8246,-77.2667,,LA-SR
384928077160203,LONG BRANCHAT OLLEY LN FLOODPLAIN1C,38.8246,-77.2667,,LA-SR
384928077160204,LONG BRANCH AT OLLEY LN FLOODPLAIN1D,38.8246,-77.2667,20700100402.0,LA-SR
384928077160205,LONG BRANCH AT OLLEY LN FLOODPLAIN1E,38.8246,-77.2667,,LA-SR
384928077160206,LONG BRANCH AT OLLEY LN FLOODPLAIN2A,38.8246,-77.2667,,LA-SR
384928077160207,LONG BRANCH AT OLLEY LN FLOODPLAIN2B,38.8246,-77.2667,,LA-SR
384928077160208,LONG BRANCH AT OLLEY LN FLOODPLAIN2C,38.8246,-77.2667,,LA-SR
384928077160209,LONG BRANCH AT OLLEY LN FLOODPLAIN2D,38.8246,-77.2667,,LA-SR
384928077160210,LONG BRANCH AT OLLEY LN FLOODPLAIN2E,38.8246,-77.2667,,LA-SR
384928077160211,LONG BRANCH AT OLLEY LN FLOODPLAIN3A,38.8246,-77.2667,,LA-SR
384928077160212,LONG BRANCH AT OLLEY LN FLOODPLAIN3B,38.8246,-77.2667,,LA-SR
384928077160213,LONG BRANCH AT OLLEY LN FLOODPLAIN3C,38.8246,-77.2667,,LA-SR
384928077160214,LONG BRANCH AT OLLEY LN FLOODPLAIN3D,38.8246,-77.2667,,LA-SR
384928077160215,LONG BRANCH AT OLLEY LN FLOODPLAIN3E,38.8246,-77.2667,,LA-SR
384928077160216,LONG BRANCH AT OLLEY LN FLOODPLAIN4A,38.8246,-77.2667,,LA-SR
384928077160217,LONG BRANCH AT OLLEY LN FLOODPLAIN4B,38.8246,-77.2667,,LA-SR
384928077160218,LONG BRANCH AT OLLEY LN FLOODPLAIN4C,38.8246,-77.2667,,LA-SR
384928077160219,LONG BRANCH AT OLLEY LN FLOODPLAIN4D,38.8246,-77.2667,,LA-SR
384928077160220,LONG BRANCH AT OLLEY LN FLOODPLAIN4E,38.8246,-77.2667,,LA-SR
384933077155801,"MET STN AT LITTLE RUN ELEM SCHOOL AT FAIRFAX, VA",38.8257611,-77.2660583,2070010.0,AT
384933077162201,LONG BRANCH NR PICKETT RD FLOODPLAIN1A,38.8258222,-77.272875,,LA-SR
384933077162202,LONG BRANCH NR PICKETT RD FLOODPLAIN1B,38.8258222,-77.272875,,LA-SR
384933077162203,LONG BRANCH NR PICKETT RDFLOODPLAIN1C,38.8258222,-77.272875,,LA-SR
384933077162204,LONG BRANCH NR PICKETT RD FLOODPLAIN1D,38.8258222,-77.272875,,LA-SR
384933077162205,LONG BRANCH NR PICKETT RDFLOODPLAIN1E,38.8258222,-77.272875,,LA-SR
384933077162206,LONG BRANCH NR PICKETT RD FLOODPLAIN2A,38.8258222,-77.272875,,LA-SR
384933077162207,LONG BRANCH NR PICKETT RD FLOODPLAIN2B,38.8258222,-77.272875,,LA-SR
384933077162208,LONG BRANCH NR PICKETT RD FLOODPLAIN2C,38.8258222,-77.272875,,LA-SR
384933077162209,LONG BRANCH NR PICKETT RDFLOODPLAIN2D,38.8258222,-77.272875,,LA-SR
384933077162210,LONG BRANCH NR PICKETT RD FLOODPLAIN2E,38.8258222,-77.272875,,LA-SR
384933077162211,LONG BRANCH NR PICKETT RD FLOODPLAIN3A,38.8258222,-77.272875,,LA-SR
384933077162212,LONG BRANCH NR PICKETT RD FLOODPLAIN3B,38.8258222,-77.272875,,LA-SR
384933077162213,LONG BRANCH NR PICKETT RD FLOODPLAIN3C,38.8258222,-77.272875,,LA-SR
384933077162214,LONG BRANCH NR PICKETT RD FLOODPLAIN3D,38.8258222,-77.272875,,LA-SR
384933077162215,LONG BRANCH NR PICKETT RD FLOODPLAIN3E,38.8258222,-77.272875,,LA-SR
384933077162216,LONG BRANCH NR PICKETT RD FLOODPLAIN4A,38.8258222,-77.272875,,LA-SR
384933077162217,LONG BRANCH NR PICKETT RD FLOODPLAIN4B,38.8258222,-77.272875,,LA-SR
384933077162218,LONG BRANCH NR PICKETT RD FLOODPLAIN4C,38.8258222,-77.272875,,LA-SR
384933077162219,LONG BRANCH NR PICKETT RD FLOODPLAIN4D,38.8258222,-77.272875,,LA-SR
384933077162220,LONG BRANCH NR PICKETT RD FLOODPLAIN4E,38.8258222,-77.272875,,LA-SR
384945077163901,LONG BRANCH NR OLD CREEK DR FLOODPLAIN1A,38.82924444,-77.2774111,,LA-SR
384945077163902,LONG BRANCH NR OLD CREEK DR FLOODPLAIN1B,38.82924444,-77.2774111,,LA-SR
384945077163903,LONG BRANCH NR OLD CREEK DR FLOODPLAIN1C,38.82924444,-77.2774111,,LA-SR
384945077163904,LONG BRANCH NR OLD CREEK DR FLOODPLAIN1D,38.82924444,-77.2774111,,LA-SR
384945077163905,LONG BRANCH NR OLD CREEK DR FLOODPLAIN1E,38.82924444,-77.2774111,,LA-SR
384945077163906,LONG BRANCH NR OLD CREEK DR FLOODPLAIN2A,38.82924444,-77.2774111,,LA-SR
384945077163907,LONG BRANCH NR OLD CREEK DR FLOODPLAIN2B,38.82924444,-77.2774111,,LA-SR
384945077163908,LONG BRANCH NR OLD CREEK DR FLOODPLAIN2C,38.82924444,-77.2774111,,LA-SR
384945077163909,LONG BRANCH NR OLD CREEK DR FLOODPLAIN2D,38.82924444,-77.2774111,,LA-SR
384945077163910,LONG BRANCH NR OLD CREEK DR FLOODPLAIN2E,38.82924444,-77.2774111,,LA-SR
384945077163911,LONG BRANCH NR OLD CREEK DR FLOODPLAIN3A,38.82924444,-77.2774111,,LA-SR
384945077163912,LONG BRANCH NR OLD CREEK DR FLOODPLAIN3B,38.82924444,-77.2774111,,LA-SR
384945077163913,LONG BRANCH NR OLD CREEK DR FLOODPLAIN3C,38.82924444,-77.2774111,,LA-SR
384945077163914,LONG BRANCH NR OLD CREEK DR FLOODPLAIN3D,38.82924444,-77.2774111,,LA-SR
384945077163915,LONG BRANCH NR OLD CREEK DR FLOODPLAIN3E,38.82924444,-77.2774111,,LA-SR
384945077163916,LONG BRANCH NR OLD CREEK DR FLOODPLAIN4A,38.82924444,-77.2774111,,LA-SR
384945077163917,LONG BRANCH NR OLD CREEK DR FLOODPLAIN4B,38.82924444,-77.2774111,,LA-SR
384945077163918,LONG BRANCH NR OLD CREEK DR FLOODPLAIN4C,38.82924444,-77.2774111,,LA-SR
384945077163919,LONG BRANCH NR OLD CREEK DR FLOODPLAIN4D,38.82924444,-77.2774111,,LA-SR
384945077163920,LONG BRANCH NR OLD CREEK DR FLOODPLAIN4E,38.82924444,-77.2774111,,LA-SR
384946077115801,53U  3E,38.8295571,-77.1991481,2070010.0,GW
384951077094401,53U  4F,38.830946,-77.16192479,2070010.0,GW
384955077025501,54U 16E,38.83205734,-77.04831038,2070010.0,GW
384957077131201,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. A,38.83276944,-77.2200194,,LA-SR
384957077131202,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. B,38.83276944,-77.2200194,,LA-SR
384957077131203,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. C,38.83276944,-77.2200194,,LA-SR
384957077131204,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. D,38.83276944,-77.2200194,,LA-SR
384957077131205,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. E,38.83276944,-77.2200194,,LA-SR
384957077131206,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. F,38.83276944,-77.2200194,,LA-SR
384957077131207,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. G,38.83276944,-77.2200194,,LA-SR
384957077131208,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. H,38.83276944,-77.2200194,,LA-SR
384957077131209,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. I,38.83276944,-77.2200194,,LA-SR
384957077131210,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. J,38.83276944,-77.2200194,,LA-SR
384957077131211,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. K,38.83276944,-77.2200194,,LA-SR
384957077131212,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. L,38.83276944,-77.2200194,,LA-SR
384957077131213,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. M,38.83276944,-77.2200194,,LA-SR
384957077131214,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. N,38.83276944,-77.2200194,,LA-SR
384957077131215,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. O,38.83276944,-77.2200194,,LA-SR
384957077131216,ACCOTINK CREEK NEAR ACCOTINK PKWY X-SECT. P,38.83276944,-77.2200194,,LA-SR
385001076545801,"UNNAMED TRIB TO HENSON CREEK AT SUITLAND, MD",38.8334833,-76.9161222,2070010.0,ST
385002077124901,53U  1,38.83400145,-77.2133151,2070010.0,GW
385003077033901,54U  3B,38.8342795,-77.060533,2070010.0,GW
385016077070701,54U 35A,38.83789044,-77.11831239,2070010.0,GW
385022077123301,53U  2A,38.8395569,-77.21331509,2070010.0,GW
385026077034001,54U  4B,38.84066828,-77.0608107,2070010.0,GW
385039077012600,POTOMAC RIVER AT GEISBORO POINT,38.8442794,-77.0219208,2070010.0,ES
385045076554001,PG Dc   8,38.84594626,-76.92747368,2070010.0,GW
385047077141701,ACCOTINK CREEK AB WOODBURN RD X-SECT. A,38.8464,-77.2381,,LA-SR
385047077141702,ACCOTINK CREEK AB WOODBURN RD X-SECT. B,38.8464,-77.2381,,LA-SR
385047077141703,ACCOTINK CREEK AB WOODBURN RD X-SECT. C,38.8464,-77.2381,,LA-SR
385047077141704,ACCOTINK CREEK AB WOODBURN RD X-SECT. D,38.8464,-77.2381,,LA-SR
385047077141705,ACCOTINK CREEK AB WOODBURN RD X-SECT. E,38.8464,-77.2381,,LA-SR
385047077141706,ACCOTINK CREEK AB WOODBURN RD X-SECT. F,38.8464,-77.2381,,LA-SR
385047077141707,ACCOTINK CREEK AB WOODBURN RD X-SECT. G,38.8464,-77.2381,,LA-SR
385047077141708,ACCOTINK CREEK AB WOODBURN RD X-SECT. H,38.8464,-77.2381,,LA-SR
385047077141709,ACCOTINK CREEK AB WOODBURN RD X-SECT. I,38.8464,-77.2381,,LA-SR
385047077141710,ACCOTINK CREEK AB WOODBURN RD X-SECT. J,38.8464,-77.2381,,LA-SR
385047077141711,ACCOTINK CREEK AB WOODBURN RD X-SECT. K,38.8464,-77.2381,,LA-SR
385047077141712,ACCOTINK CREEK AB WOODBURN RD X-SECT. L,38.8464,-77.2381,,LA-SR
385047077141713,ACCOTINK CREEK AB WOODBURN RD X-SECT. M,38.8464,-77.2381,,LA-SR
385047077141714,ACCOTINK CREEK AB WOODBURN RD X-SECT. N,38.8464,-77.2381,,LA-SR
385047077141715,ACCOTINK CREEK AB WOODBURN RD X-SECT. O,38.8464,-77.2381,,LA-SR
385047077141716,ACCOTINK CREEK AB WOODBURN RD X-SECT. P,38.8464,-77.2381,,LA-SR
385055076552601,PG Dc   9,38.84872399,-76.92358469,2070010.0,GW
385059077145001,53U  45,38.85005556,-77.2463194,2070010.0,GW
385111077144501,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. A,38.85316944,-77.2460194,,LA-SR
385111077144502,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. B,38.85316944,-77.2460194,,LA-SR
385111077144503,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. C,38.85316944,-77.2460194,,LA-SR
385111077144504,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. D,38.85316944,-77.2460194,,LA-SR
385111077144505,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. E,38.85316944,-77.2460194,,LA-SR
385111077144506,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. F,38.85316944,-77.2460194,,LA-SR
385111077144507,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. G,38.85316944,-77.2460194,,LA-SR
385111077144508,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. H,38.85316944,-77.2460194,,LA-SR
385111077144509,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. I,38.85316944,-77.2460194,,LA-SR
385111077144510,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. J,38.85316944,-77.2460194,,LA-SR
385111077144511,ACCOTINK CR BELOW PROSPERITY AVE X-SECT. K,38.85316944,-77.2460194,,LA-SR
